Timestamp;Open;High;Low;Close;Volume
1500017700000;0.08856600;0.08856600;0.08856600;0.08856600;0.00000000
1500018000000;0.08866900;0.08866900;0.08849000;0.08849000;1.41100000
1500018300000;0.08849000;0.08849000;0.08849000;0.08849000;0.00000000
1500018600000;0.08849000;0.08849000;0.08849000;0.08849000;0.00000000
1500018900000;0.08859100;0.08859100;0.08859100;0.08859100;0.12900000
1500019200000;0.08859100;0.08859100;0.08859100;0.08859100;0.00000000
1500019500000;0.08859100;0.08859100;0.08859100;0.08859100;0.00000000
1500019800000;0.08859100;0.08859100;0.08859100;0.08859100;0.00000000
1500020100000;0.08625200;0.08625200;0.08625200;0.08625200;1.85100000
1500020400000;0.08625200;0.08656400;0.08625200;0.08656400;7.95100000
1500020700000;0.08656400;0.08656400;0.08656400;0.08656400;0.00000000
1500021000000;0.08856400;0.08856400;0.08856400;0.08856400;6.09600000
1500021300000;0.08852000;0.08869500;0.08852000;0.08868400;46.92700000
1500021600000;0.08863300;0.08863300;0.08859800;0.08863300;2.84500000
1500021900000;0.08888200;0.08888200;0.08888200;0.08888200;0.51900000
1500022200000;0.08877800;0.08888800;0.08868500;0.08888800;7.80500000
1500022500000;0.08881700;0.08888800;0.08866900;0.08888800;6.34700000
1500022800000;0.08887700;0.08887700;0.08874700;0.08887700;2.67100000
1500023100000;0.08884600;0.08884600;0.08865500;0.08865800;5.64600000
1500023400000;0.08861900;0.08881000;0.08861900;0.08880500;1.03500000
1500023700000;0.08867300;0.08877800;0.08860000;0.08877300;6.86800000
1500024000000;0.08877800;0.08877800;0.08875200;0.08877300;2.01300000
1500024300000;0.08877300;0.08877300;0.08860400;0.08877300;4.57200000
1500024600000;0.08883100;0.08896400;0.08882200;0.08896400;6.03500000
1500024900000;0.08927300;0.08927300;0.08895500;0.08905200;3.89900000
1500025200000;0.08901700;0.08925300;0.08877000;0.08905600;9.72300000
1500025500000;0.08905600;0.08905600;0.08891500;0.08891500;1.57900000
1500025800000;0.08894200;0.08895800;0.08878800;0.08881700;3.11300000
1500026100000;0.08896700;0.08896700;0.08871900;0.08876100;12.99900000
1500026400000;0.08876100;0.08876100;0.08876100;0.08876100;0.00000000
1500026700000;0.08870700;0.08870700;0.08847500;0.08866400;6.19700000
1500027000000;0.08866400;0.08866400;0.08850400;0.08850400;4.54600000
1500027300000;0.08853300;0.08863200;0.08853300;0.08853300;2.04600000
1500027600000;0.08870600;0.08889800;0.08850900;0.08878600;6.27900000
1500027900000;0.08875300;0.08878000;0.08833900;0.08875300;9.24100000
1500028200000;0.08875500;0.08881500;0.08853300;0.08869400;8.88300000
1500028500000;0.08868000;0.08886100;0.08851200;0.08886100;3.20000000
1500028800000;0.08889800;0.08889800;0.08872900;0.08886000;2.40300000
1500029100000;0.08877800;0.08877800;0.08870400;0.08877800;1.48200000
1500029400000;0.08877800;0.08877800;0.08877800;0.08877800;0.14400000
1500029700000;0.08867600;0.08867600;0.08858700;0.08858700;4.41800000
1500030000000;0.08858700;0.08858700;0.08858700;0.08858700;0.84000000
1500030300000;0.08872500;0.08872500;0.08865500;0.08872500;1.00900000
1500030600000;0.08872500;0.08880800;0.08872500;0.08879500;1.82300000
1500030900000;0.08879900;0.08879900;0.08879900;0.08879900;0.53000000
1500031200000;0.08874300;0.08874300;0.08860100;0.08874100;2.36400000
1500031500000;0.08874300;0.08890200;0.08861200;0.08890200;4.77200000
1500031800000;0.08890200;0.08890200;0.08876400;0.08890200;2.90200000
1500032100000;0.08890200;0.08890200;0.08877300;0.08890200;3.88400000
1500032400000;0.08890200;0.08890200;0.08865700;0.08865700;1.53300000
1500032700000;0.08865700;0.08865700;0.08865700;0.08865700;0.00000000
1500033000000;0.08865700;0.08865700;0.08865700;0.08865700;0.00000000
1500033300000;0.08881700;0.08881700;0.08881700;0.08881700;0.18800000
1500033600000;0.08865700;0.08881700;0.08865700;0.08881700;6.16000000
1500033900000;0.08870900;0.08880200;0.08853400;0.08866400;7.77100000
1500034200000;0.08854800;0.08866400;0.08854800;0.08866400;2.84800000
1500034500000;0.08860900;0.08866400;0.08853400;0.08864200;11.46300000
1500034800000;0.08856700;0.08861100;0.08842400;0.08842400;3.16500000
1500035100000;0.08782400;0.08796300;0.08739900;0.08739900;1.45500000
1500035400000;0.08755700;0.08789900;0.08753300;0.08764400;10.50800000
1500035700000;0.08745200;0.08762400;0.08745200;0.08762400;4.52100000
1500036000000;0.08758900;0.08775200;0.08753600;0.08775200;3.37400000
1500036300000;0.08760400;0.08771600;0.08760400;0.08762400;3.10700000
1500036600000;0.08781700;0.08781700;0.08752100;0.08752100;10.26500000
1500036900000;0.08758100;0.08764700;0.08747700;0.08747700;5.07500000
1500037200000;0.08716500;0.08716500;0.08716500;0.08716500;1.60100000
1500037500000;0.08701800;0.08744800;0.08688300;0.08713500;6.09500000
1500037800000;0.08768000;0.08768000;0.08705500;0.08735300;5.89000000
1500038100000;0.08727100;0.08759700;0.08693900;0.08706700;21.53000000
1500038400000;0.08754200;0.08755500;0.08713700;0.08720800;6.17600000
1500038700000;0.08736300;0.08758100;0.08709000;0.08736300;3.46700000
1500039000000;0.08724200;0.08762100;0.08696900;0.08762100;21.07500000
1500039300000;0.08771600;0.08771600;0.08713900;0.08740000;11.07900000
1500039600000;0.08768400;0.08781700;0.08736100;0.08758300;30.17900000
1500039900000;0.08747400;0.08758300;0.08739300;0.08747100;10.85400000
1500040200000;0.08747100;0.08749000;0.08718400;0.08747100;11.44300000
1500040500000;0.08748800;0.08757600;0.08701300;0.08743300;9.30200000
1500040800000;0.08687400;0.08698400;0.08685100;0.08690500;2.25300000
1500041100000;0.08660400;0.08660400;0.08644900;0.08644900;12.50000000
1500041400000;0.08661700;0.08667000;0.08653700;0.08667000;8.29500000
1500041700000;0.08667000;0.08706900;0.08667000;0.08701700;5.59200000
1500042000000;0.08701700;0.08704500;0.08662400;0.08696100;14.88000000
1500042300000;0.08686800;0.08695300;0.08649000;0.08683000;15.83300000
1500042600000;0.08662600;0.08704800;0.08662600;0.08683500;13.14500000
1500042900000;0.08675400;0.08698100;0.08675400;0.08683500;22.77700000
1500043200000;0.08683500;0.08719800;0.08678800;0.08716100;37.18900000
1500043500000;0.08685700;0.08717000;0.08685700;0.08716500;11.77900000
1500043800000;0.08716500;0.08716500;0.08716500;0.08716500;0.00000000
1500044100000;0.08716500;0.08716500;0.08716500;0.08716500;0.00000000
1500044400000;0.08716500;0.08716500;0.08716500;0.08716500;0.00000000
1500044700000;0.08716500;0.08716500;0.08716500;0.08716500;0.00000000
1500045000000;0.08716500;0.08716500;0.08716500;0.08716500;0.00000000
1500045300000;0.08716500;0.08716500;0.08716500;0.08716500;0.00000000
1500045600000;0.08692000;0.08692000;0.08689800;0.08689800;12.40000000
1500045900000;0.08689800;0.08689800;0.08689800;0.08689800;0.00000000
1500046200000;0.08689800;0.08689800;0.08689800;0.08689800;0.00000000
1500046500000;0.08717000;0.08717000;0.08717000;0.08717000;1.50400000
1500046800000;0.08717000;0.08717000;0.08717000;0.08717000;0.00000000
1500047100000;0.08678800;0.08678800;0.08641600;0.08653100;11.14500000
1500047400000;0.08635300;0.08652500;0.08635300;0.08649000;1.74200000
1500047700000;0.08638900;0.08638900;0.08628800;0.08628800;4.19400000
1500048000000;0.08599900;0.08605800;0.08599900;0.08605800;2.38700000
1500048300000;0.08624800;0.08655600;0.08600200;0.08624400;9.64000000
1500048600000;0.08624400;0.08625100;0.08617300;0.08625100;2.57900000
1500048900000;0.08597200;0.08610000;0.08597200;0.08610000;0.96300000
1500049200000;0.08600500;0.08600500;0.08600500;0.08600500;0.23500000
1500049500000;0.08598000;0.08598000;0.08547700;0.08585000;3.16400000
1500049800000;0.08602700;0.08675100;0.08585000;0.08675100;4.78900000
1500050100000;0.08668400;0.08675100;0.08634700;0.08675100;2.33000000
1500050400000;0.08634700;0.08675100;0.08634700;0.08655700;3.67200000
1500050700000;0.08661800;0.08678000;0.08634700;0.08678000;7.22400000
1500051000000;0.08643700;0.08678000;0.08634700;0.08634700;5.82200000
1500051300000;0.08677500;0.08678000;0.08634700;0.08678000;9.84400000
1500051600000;0.08634700;0.08666200;0.08634700;0.08657400;5.01000000
1500051900000;0.08666200;0.08672000;0.08634700;0.08672000;2.95200000
1500052200000;0.08634700;0.08672000;0.08634700;0.08672000;3.96400000
1500052500000;0.08672000;0.08672000;0.08634700;0.08634700;9.34700000
1500052800000;0.08634700;0.08673400;0.08585000;0.08585000;48.91600000
1500053100000;0.08585000;0.08676200;0.08585000;0.08600900;3.47200000
1500053400000;0.08601000;0.08618700;0.08600900;0.08618700;4.28200000
1500053700000;0.08618700;0.08618700;0.08600900;0.08618700;6.33900000
1500054000000;0.08600900;0.08618700;0.08600900;0.08612000;5.05500000
1500054300000;0.08612000;0.08617900;0.08600900;0.08600900;7.47800000
1500054600000;0.08600900;0.08627700;0.08600900;0.08627700;31.29900000
1500054900000;0.08627300;0.08627700;0.08600900;0.08607500;15.00000000
1500055200000;0.08607500;0.08607500;0.08607500;0.08607500;0.00000000
1500055500000;0.08607500;0.08607500;0.08607500;0.08607500;0.00000000
1500055800000;0.08607500;0.08607500;0.08607500;0.08607500;0.00000000
1500056100000;0.08607500;0.08607500;0.08607500;0.08607500;0.00000000
1500056400000;0.08607500;0.08607500;0.08607500;0.08607500;0.99900000
1500056700000;0.08616600;0.08634500;0.08616600;0.08634500;33.55300000
1500057000000;0.08634500;0.08634500;0.08634500;0.08634500;0.00000000
1500057300000;0.08634500;0.08634500;0.08634500;0.08634500;0.00000000
1500057600000;0.08783600;0.08783600;0.08783600;0.08783600;0.79200000
1500057900000;0.08783600;0.08783600;0.08783600;0.08783600;0.00000000
1500058200000;0.08783600;0.08783600;0.08783600;0.08783600;0.00000000
1500058500000;0.08783600;0.08783600;0.08783600;0.08783600;0.00000000
1500058800000;0.08783600;0.08783600;0.08783600;0.08783600;0.00000000
1500059100000;0.08783600;0.08783600;0.08783600;0.08783600;0.20000000
1500059400000;0.08783600;0.08783600;0.08783600;0.08783600;0.00000000
1500059700000;0.08783600;0.08783600;0.08783600;0.08783600;0.00000000
1500060000000;0.08783600;0.08783600;0.08783600;0.08783600;0.00000000
1500060300000;0.08816500;0.08871200;0.08816500;0.08871200;17.57000000
1500060600000;0.08871200;0.08871200;0.08871200;0.08871200;0.00000000
1500060900000;0.08871200;0.08871200;0.08871200;0.08871200;3.30200000
1500061200000;0.08850000;0.08850000;0.08850000;0.08850000;0.35000000
1500061500000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500061800000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500062100000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500062400000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500062700000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500063000000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500063300000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500063600000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500063900000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500064200000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500064500000;0.08850000;0.08850000;0.08850000;0.08850000;0.00000000
1500064800000;0.08900000;0.08900000;0.08900000;0.08900000;1.20000000
1500065100000;0.08900000;0.08936800;0.08900000;0.08936800;5.40100000
1500065400000;0.08936800;0.08936800;0.08936800;0.08936800;0.00000000
1500065700000;0.08936800;0.08936800;0.08936800;0.08936800;0.00000000
1500066000000;0.08936800;0.08936800;0.08936800;0.08936800;0.00000000
1500066300000;0.08936800;0.08936800;0.08936800;0.08936800;0.00000000
1500066600000;0.08936800;0.08936800;0.08936800;0.08936800;0.00000000
1500066900000;0.08936800;0.08936800;0.08936800;0.08936800;0.00000000
1500067200000;0.08936800;0.08936800;0.08936800;0.08936800;0.00000000
1500067500000;0.09000000;0.09000000;0.09000000;0.09000000;0.17400000
1500067800000;0.09000000;0.09000000;0.09000000;0.09000000;0.00000000
1500068100000;0.09000000;0.09000000;0.09000000;0.09000000;0.00000000
1500068400000;0.09000000;0.09000000;0.09000000;0.09000000;0.00000000
1500068700000;0.09000000;0.09000000;0.09000000;0.09000000;0.00000000
1500069000000;0.09000000;0.09000000;0.09000000;0.09000000;0.00000000
1500069300000;0.09000000;0.09000000;0.09000000;0.09000000;0.00000000
1500069600000;0.09000000;0.09000000;0.09000000;0.09000000;0.00000000
1500069900000;0.09000000;0.09000000;0.09000000;0.09000000;0.00000000
1500070200000;0.09029700;0.09029700;0.09010800;0.09010800;9.12700000
1500070500000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500070800000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500071100000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500071400000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500071700000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500072000000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500072300000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500072600000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500072900000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500073200000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500073500000;0.09010800;0.09010800;0.09010800;0.09010800;0.00000000
1500073800000;0.08993900;0.08999500;0.08993900;0.08999500;344.41000000
1500074100000;0.08999500;0.08999500;0.08999500;0.08999500;0.00000000
1500074400000;0.08999500;0.08999500;0.08999500;0.08999500;0.00000000
1500074700000;0.09040000;0.09040000;0.09040000;0.09040000;0.30300000
1500075000000;0.09103300;0.09103300;0.09099300;0.09099300;89.95400000
1500075300000;0.09099300;0.09099300;0.09099300;0.09099300;0.00000000
1500075600000;0.09099300;0.09099300;0.09099300;0.09099300;0.00000000
1500075900000;0.09099300;0.09099300;0.09099300;0.09099300;0.00000000
1500076200000;0.09099300;0.09099300;0.09099300;0.09099300;0.00000000
1500076500000;0.09099300;0.09099300;0.09099300;0.09099300;0.00000000
1500076800000;0.09099300;0.09099300;0.09099300;0.09099300;0.00000000
1500077100000;0.09099300;0.09099300;0.09099300;0.09099300;0.42700000
1500077400000;0.09102500;0.09102500;0.09102500;0.09102500;0.30000000
1500077700000;0.09102500;0.09102500;0.09102500;0.09102500;0.05400000
1500078000000;0.09102500;0.09102500;0.09102500;0.09102500;0.00000000
1500078300000;0.09102500;0.09102500;0.09102500;0.09102500;0.00000000
1500078600000;0.09102500;0.09102500;0.09102500;0.09102500;0.00000000
1500078900000;0.09256900;0.09256900;0.09256900;0.09256900;7.84000000
1500079200000;0.09256900;0.09256900;0.09256900;0.09256900;0.00000000
1500079500000;0.09256900;0.09256900;0.09256900;0.09256900;0.00000000
1500079800000;0.09190400;0.09190400;0.09159200;0.09159200;17.12200000
1500080100000;0.09159200;0.09159200;0.09159200;0.09159200;0.00000000
1500080400000;0.09159200;0.09159200;0.09159200;0.09159200;0.00000000
1500080700000;0.09159200;0.09159200;0.09159200;0.09159200;0.00000000
1500081000000;0.09256900;0.09256900;0.09256900;0.09256900;6.71000000
1500081300000;0.09256900;0.09256900;0.09256900;0.09256900;0.00000000
1500081600000;0.09159200;0.09159200;0.09158700;0.09158700;1.35200000
1500081900000;0.09158700;0.09158700;0.09158700;0.09158700;0.80100000
1500082200000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500082500000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500082800000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500083100000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500083400000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500083700000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500084000000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500084300000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500084600000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500084900000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500085200000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500085500000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500085800000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500086100000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500086400000;0.09158700;0.09158700;0.09158700;0.09158700;0.00000000
1500086700000;0.09012300;0.09012300;0.08962500;0.08992900;24.52200000
1500087000000;0.09004500;0.09009300;0.08968500;0.09001700;8.65800000
1500087300000;0.08999700;0.09048300;0.08985100;0.09045800;6.05000000
1500087600000;0.09042400;0.09042400;0.09028300;0.09042400;4.26100000
1500087900000;0.09065200;0.09167300;0.09060600;0.09155000;13.35200000
1500088200000;0.09140200;0.09192800;0.09100200;0.09102500;20.48500000
1500088500000;0.09100200;0.09100200;0.09042400;0.09042400;2.62400000
1500088800000;0.09025300;0.09033600;0.09025300;0.09033600;7.20000000
1500089100000;0.09042400;0.09042400;0.09042400;0.09042400;0.33300000
1500089400000;0.09051700;0.09057900;0.09051700;0.09057900;0.16900000
1500089700000;0.09106800;0.09106800;0.09106800;0.09106800;0.67600000
1500090000000;0.09106800;0.09106800;0.09106800;0.09106800;0.00000000
1500090300000;0.09106800;0.09106800;0.09106800;0.09106800;0.00000000
1500090600000;0.09106800;0.09106800;0.09106800;0.09106800;0.00000000
1500090900000;0.09106800;0.09106800;0.09106800;0.09106800;0.00000000
1500091200000;0.09135500;0.09142500;0.09122200;0.09142500;13.47900000
1500091500000;0.09142500;0.09142500;0.09142500;0.09142500;73.85500000
1500091800000;0.09142500;0.09142500;0.09142500;0.09142500;0.00000000
1500092100000;0.09142500;0.09142500;0.09142500;0.09142500;6.14000000
1500092400000;0.09142500;0.09142500;0.09142500;0.09142500;0.00000000
1500092700000;0.09142500;0.09142500;0.09142500;0.09142500;0.00000000
1500093000000;0.09142500;0.09142500;0.09142500;0.09142500;0.00000000
1500093300000;0.09142500;0.09142500;0.09142500;0.09142500;0.00000000
1500093600000;0.09132400;0.09132400;0.09132400;0.09132400;0.03500000
1500093900000;0.09132400;0.09132400;0.09132400;0.09132400;0.00000000
1500094200000;0.09132300;0.09132300;0.09132300;0.09132300;0.30000000
1500094500000;0.09151200;0.09151300;0.09151200;0.09151300;29.10000000
1500094800000;0.09162100;0.09208500;0.09115400;0.09181200;51.17400000
1500095100000;0.09174300;0.09186200;0.09160200;0.09172900;8.76000000
1500095400000;0.09171700;0.09174100;0.09117100;0.09117100;11.63100000
1500095700000;0.09104700;0.09171200;0.09096900;0.09171200;5.74600000
1500096000000;0.09142200;0.09158000;0.09141500;0.09142200;2.09100000
1500096300000;0.09145900;0.09161800;0.09116100;0.09145800;4.78900000
1500096600000;0.09109200;0.09147000;0.09102300;0.09131300;3.82200000
1500096900000;0.09127700;0.09130000;0.09102900;0.09126500;7.12900000
1500097200000;0.09123700;0.09123700;0.09061000;0.09097200;5.57300000
1500097500000;0.09092100;0.09105800;0.09076100;0.09085100;5.31300000
1500097800000;0.09091900;0.09130600;0.09091900;0.09130600;4.55200000
1500098100000;0.09123300;0.09172700;0.09123300;0.09136200;2.81000000
1500098400000;0.09168500;0.09172100;0.09136900;0.09168500;3.99700000
1500098700000;0.09157500;0.09197100;0.09107800;0.09145000;6.12200000
1500099000000;0.09105300;0.09145800;0.09091300;0.09122500;4.59000000
1500099300000;0.09073800;0.09200000;0.09073800;0.09172500;28.27000000
1500099600000;0.09172500;0.09201500;0.09152500;0.09172500;7.73100000
1500099900000;0.09182600;0.09203400;0.09166500;0.09166500;3.95400000
1500100200000;0.09196800;0.09258300;0.09182100;0.09246000;19.13700000
1500100500000;0.09211600;0.09237800;0.09201800;0.09233700;4.30100000
1500100800000;0.09200900;0.09200900;0.09158900;0.09189900;5.79400000
1500101100000;0.09185800;0.09200900;0.09145200;0.09200900;6.30200000
1500101400000;0.09200900;0.09200900;0.09153600;0.09185000;4.99200000
1500101700000;0.09185000;0.09197200;0.09157300;0.09190500;5.15300000
1500102000000;0.09160000;0.09253600;0.09160000;0.09252300;86.73000000
1500102300000;0.09249900;0.09253600;0.09211100;0.09253600;6.27000000
1500102600000;0.09212900;0.09212900;0.09211100;0.09211400;9.15600000
1500102900000;0.09208200;0.09235500;0.09204400;0.09204400;9.64100000
1500103200000;0.09190700;0.09230400;0.09190700;0.09230400;9.94400000
1500103500000;0.09230400;0.09230400;0.09206100;0.09230100;12.46500000
1500103800000;0.09230100;0.09287400;0.09221300;0.09255300;14.94000000
1500104100000;0.09255300;0.09255300;0.09255300;0.09255300;0.00000000
1500104400000;0.09255300;0.09255300;0.09255300;0.09255300;0.00000000
1500104700000;0.09255300;0.09255300;0.09255300;0.09255300;0.00000000
1500105000000;0.09255300;0.09255300;0.09255300;0.09255300;0.00000000
1500105300000;0.09255300;0.09255300;0.09255300;0.09255300;0.00000000
1500105600000;0.09255300;0.09255300;0.09255300;0.09255300;0.00000000
1500105900000;0.09255300;0.09255300;0.09255300;0.09255300;0.00000000
1500106200000;0.09260700;0.09279200;0.09260700;0.09279200;21.40000000
1500106500000;0.09279200;0.09279200;0.09279200;0.09279200;0.00000000
1500106800000;0.09347000;0.09348500;0.09326900;0.09345100;108.90000000
1500107100000;0.09352300;0.09364200;0.09337800;0.09345300;62.61500000
1500107400000;0.09369900;0.09369900;0.09362300;0.09362300;1.63900000
1500107700000;0.09334200;0.09336300;0.09314000;0.09314000;10.18200000
1500108000000;0.09329800;0.09335700;0.09301200;0.09323500;16.05400000
1500108300000;0.09297000;0.09307600;0.09266700;0.09307600;53.27600000
1500108600000;0.09288000;0.09296700;0.09265800;0.09268300;25.40100000
1500108900000;0.09260500;0.09260500;0.09216700;0.09216700;13.48200000
1500109200000;0.09233000;0.09233000;0.09204700;0.09204700;14.28000000
1500109500000;0.09214800;0.09214900;0.09163800;0.09163800;20.04800000
1500109800000;0.09180300;0.09259400;0.09163800;0.09258700;25.60200000
1500110100000;0.09243400;0.09296300;0.09240900;0.09260300;27.21300000
1500110400000;0.09250500;0.09250500;0.09191500;0.09193800;33.35700000
1500110700000;0.09189900;0.09235300;0.09160600;0.09231400;29.75900000
1500111000000;0.09218200;0.09255300;0.09215000;0.09248800;28.50800000
1500111300000;0.09245700;0.09245700;0.09215700;0.09215700;22.26900000
1500111600000;0.09238200;0.09239200;0.09197000;0.09197000;31.08600000
1500111900000;0.09218300;0.09235100;0.09211500;0.09217600;18.35200000
1500112200000;0.09208800;0.09208800;0.09174000;0.09187700;20.90500000
1500112500000;0.09173800;0.09190900;0.09166100;0.09166100;18.24100000
1500112800000;0.09196400;0.09197900;0.09169300;0.09197900;13.21300000
1500113100000;0.09198800;0.09212100;0.09165900;0.09165900;12.91400000
1500113400000;0.09182600;0.09197900;0.09163000;0.09197700;20.62600000
1500113700000;0.09227100;0.09251100;0.09203800;0.09228600;23.63900000
1500114000000;0.09255500;0.09255500;0.09221600;0.09235600;15.23100000
1500114300000;0.09212000;0.09219500;0.09174700;0.09194300;11.85900000
1500114600000;0.09184300;0.09246400;0.09184300;0.09212600;15.12800000
1500114900000;0.09216100;0.09234400;0.09208800;0.09214300;34.37900000
1500115200000;0.09203200;0.09230700;0.09197500;0.09230700;14.38100000
1500115500000;0.09226200;0.09228700;0.09201200;0.09216500;17.95500000
1500115800000;0.09227000;0.09246800;0.09217200;0.09236600;14.76500000
1500116100000;0.09213600;0.09228200;0.09204400;0.09226800;17.07300000
1500116400000;0.09208600;0.09241400;0.09195000;0.09237900;19.03600000
1500116700000;0.09237900;0.09237900;0.09194500;0.09201800;23.02400000
1500117000000;0.09216500;0.09249300;0.09194500;0.09249300;17.34300000
1500117300000;0.09215100;0.09249400;0.09213500;0.09221400;29.51200000
1500117600000;0.09244500;0.09249300;0.09215700;0.09219900;20.73500000
1500117900000;0.09236900;0.09265500;0.09231600;0.09234600;23.21600000
1500118200000;0.09263600;0.09274600;0.09238600;0.09238600;15.77600000
1500118500000;0.09250600;0.09279300;0.09244700;0.09274300;18.51500000
1500118800000;0.09252600;0.09282800;0.09249900;0.09257700;15.08500000
1500119100000;0.09266100;0.09288300;0.09258500;0.09258500;36.20300000
1500119400000;0.09292200;0.09300000;0.09279500;0.09281600;19.46400000
1500119700000;0.09272800;0.09281800;0.09238700;0.09266100;21.91800000
1500120000000;0.09239900;0.09246900;0.09208400;0.09208400;9.54000000
1500120300000;0.09220100;0.09291700;0.09220100;0.09270900;32.67700000
1500120600000;0.09251400;0.09305100;0.09240700;0.09301600;8.30000000
